input_text,target_text,slang_terms,category,difficulty_level
Ngl rn im fully in my oh wow so original phase,Honestly right now I am fully in my sarcastically noting something unoriginal phase,"sarcasm, originality",texting,hard
how it started: fine. how its going: tryhard fr,How it began was fine but now it has become someone who tries too hard seriously,"tryhard, competitive",meme,medium
His reaction was so big yikes I could not stop laughing lmao,His reaction was so big yikes I could not stop laughing honestly,big yikes,chat,hard
Solo q be like: full team of ratio + L + no cap players,Solo queue feels like a team of multiple criticisms at once players,"ratio, L, no cap, criticism",gaming,hard
His reaction was so dead af I could not stop laughing.,His reaction was so extremely dead I could not stop laughing.,dead af,chat,hard
Tbh im simply vibing in my cafeteria bussin arc periodt,Honestly i am simply relaxing in my the cafeteria food is excellent phase not going to lie,"bussin, food",texting,hard
Ok fine that was kinda sussy tho,Okay I'll admit that was somewhat very suspicious though,"sussy, suspicion",chat,medium
Brain: sleep. also brain: think about L + ratio,Brain says sleep but also tells me to think about complete failure online,"L, ratio, criticism",meme,hard
Can we acknowledge how ngl this is,Can we acknowledge how not gonna lie this situation is,"ngl, honesty",chat,easy
She posted that and the energy was wtf.,She posted that and the energy was what the hell.,wtf,chat,medium
That carry was very cafeteria bussin i can't even rn,That assistance was very the cafeteria food is excellent i cannot process it i swear,"bussin, food",gaming,hard
Office hours today were actually chill,"The professor held office hours and they were actually relax, calm down","chill, relaxation",college,medium
Why is people so great job doing nothing lately periodt,Why is people acting so sarcastically criticizing inaction these days friend,"sarcasm, criticism",chat,hard
Yes continue please this vibe check is very helpful,"Yes please continue, this testing if someone matches the energy is very incredibly helpful","vibe check, assessment",sarcasm,medium
The syllabus is giving lowkey real quick,"The course outline is displaying secretly, kind of, quietly very early on","lowkey, subtle",college,medium
Bro that main character syndrome was actually wild ngl,Honestly that acting as if you're the center of everything was really surprising and that is funny,"main character, ego",chat,hard
Nvm it's giving bozo again,"Never mind, it is showing fool, clown, idiot energy again","bozo, insult",texting,medium
She literally said highkey and walked away,"She literally said it with openly, obviously, very much and left","highkey, obvious",chat,medium
fr tho my study group is carrying me that's so ratio,"come on now my study group is helping me, which shows real getting more replies than likes indicating poor opinion","ratio, criticism",college,medium
Y'all that drop had people acting corny.,Hey that drop had people acting cringey.,corny,social_media,medium
"This is fine (it's not, it's all-nighter) rn",Everything is fine but actually it is staying up all night studying I swear,"all-nighter, studying",meme,medium
The ta was on full soft launching mode lately ong,The teaching assistant was in full subtly hinting at a new relationship mode lately honestly,"soft launch, relationship",college,medium
the audacity of this studyy grindd behavior,The boldness of this working hard studying energy is remarkable,"grind, studying",social_media,medium
That comebackk was very l af honestly.,That comeback was very extremely l honestly.,L af,chat,hard
He was being totally pressed af at the party.,He was being totally extremely bothered or upset at the party.,pressed af,chat,hard
Lmk if you see any out of pocket energy irl,"Let me know if you notice any crossing a line, inappropriate energy in real life","out of pocket, inappropriate",texting,hard
dead ass what a surprise no one saw the L + ratio coming,"hold on what a complete surprise, nobody saw the complete failure online coming","L, ratio, criticism",sarcasm,hard
bestie ok but that's giving major ok hun energy,oh my goodness that situation is giving off major dismissively patronizing energy,"ok hun, dismissal",chat,medium
Finals are hitting different it's full no thoughts head empty mode,"Final exams are hitting hard, it is full not thinking about anything, relaxed mode","no thoughts head empty, mindless",college,hard
The devs really buffed the hmu again bestie,"The developers strengthened the hit me up, contact me aspect again honestly","hmu, contact",gaming,easy
Dropping the class is my dead week era genuinely no cap,"Withdrawing from this course is my final exam period, very stressful phase genuinely i swear","dead week, exams",college,medium
Genuinely cannot believe how valid this got very fast ong,"I genuinely cannot believe how quickly this became acceptable, makes sense, understandable not going to lie","valid, acceptance",sarcasm,medium
college budget be like:: copiumm eating habits,College finances lead to very using hope to cope with disappointment eating choices,"copium, coping",college,medium
Tell me why this is so IRL speedrun,Can someone explain why this feels so doing something extremely fast in real life,"speedrun, speed",chat,medium
istg the griefer was on full caught in 4K mode,friend that disruptive player was operating in full caught doing something with clear evidence mode,"caught in 4K, exposed",gaming,hard
Ily but that take was omw,I care about you but that opinion showed on my way,"omw, travel",texting,easy
